time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,104.41682655092,3.0626116639466e-06,893.1437108358,3.9999999999988,-7.0617100158135e-07
