time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,23.571776888944,7.3397325221851e-07,286.69550476639,2.6999999999898,-4.7851315013737e-07

