time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,23.571776889417,7.339670961463e-07,286.69550476639,2.7000000000289,-4.7852138973121e-07
