time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,53.982469961019,1.8713223259576e-06,453.27775477322,3.9999999999875,-7.0264301565103e-07
