time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,109.00301816466,3.1718146471451e-06,933.1376683871,3.9999999999914,-7.0623012089808e-07

