time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,44.820983795301,1.6526713727667e-06,373.33441360054,4.0000000000057,-7.0032561828159e-07

