time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,109.00301816434,3.1718351248592e-06,933.1376683871,3.9999999999889,-7.0622909008254e-07
