time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,113.58927829656,3.2641675318416e-06,973.13211063179,3.9999999999863,-7.0694133742156e-07

