time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,44.820983795645,1.6523549186846e-06,373.33441360075,4.0000000000342,-7.0037402992036e-07
