time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,52.335209555591,2.4361280479468e-06,327.16609300462,5.299999999984,-9.1193357486031e-07

