time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,95.244781653336,2.837301142406e-06,813.15754111701,3.9999999999928,-7.0629691270383e-07
