time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,53.982469961393,1.8711768869836e-06,453.27775477314,3.9999999999968,-7.0264586461192e-07

