time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,95.244781653654,2.8376140488469e-06,813.157541117,4.0000000000094,-7.0628679511885e-07

