time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,86.073161293026,2.624466140743e-06,733.17432035032,3.9999999999859,-7.0581816326121e-07
