time,average_flux_x,average_flux_y,average_temp,average_temperature_gradient_x,average_temperature_gradient_y
0,0,0,0,0,0
1,129.56370179332,5.3552039387516e-06,628.6205395264,7.0000000000341,-1.2108402269372e-06
